CustomerName,Address,City,State,Notes
George Weston Bakeries,"12 Industrial Way, Unit B",New York,NY,"Standard account, no special terms."
"O""Brien Corp","123 Main St, Suite 5
Building A
Floor 7",New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Reyes."
"O""Brien Corp",456 Oak Ave,San Francisco,IL,"Standard account, no special terms."
Johnson's Hardware,"12 Industrial Way, Unit B",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Nelson."
"Ingram Micro, Inc.","456 Oak Ave
Building C
Floor 14",San Francisco,WA,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
"O""Brien Corp","12 Industrial Way, Unit B",San Francisco,CA,"Standard account, no special terms."
"Contoso, Ltd.","789 Pine Rd
Building C
Floor 5",San Francisco,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Houston,FL,"Standard account, no special terms."
"Contoso, Ltd.",789 Pine Rd,Los Angeles,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Doe."
Johnson's Hardware,"12 Industrial Way, Unit B
Building A
Floor 8",New York,CA,"Standard account, no special terms."
"Contoso, Ltd.","123 Main St, Suite 5",Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Hogan."
"Ingram Micro, Inc.","123 Main St, Suite 5",Chicago,CA,"Standard account, no special terms."
Smith & Sons,"789 Pine Rd
Building A
Floor 20",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Chen."
"Contoso, Ltd.","123 Main St, Suite 5",Los Angeles,WA,"Standard account, no special terms."
"Contoso, Ltd.","555 Market St, Floor 12",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
"Great Plains Energy, Inc.","321 Elm St
Building B
Floor 10",San Francisco,WA,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Smith."
"Contoso, Ltd.",789 Pine Rd,New York,WA,"Standard account, no special terms."
Johnson's Hardware,"12 Industrial Way, Unit B
Building C
Floor 4",Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Chen."
"O""Brien Corp",321 Elm St,Los Angeles,CA,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Chicago,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
"Ingram Micro, Inc.","12 Industrial Way, Unit B
Building B
Floor 8",Houston,WA,"Standard account, no special terms."
"O""Brien Corp",456 Oak Ave,Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Stuart."
Smith & Sons,321 Elm St,Los Angeles,FL,"Standard account, no special terms."
Global Trading Co.,"321 Elm St
Building A
Floor 9",Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Smith."
Smith & Sons,321 Elm St,New York,TX,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5",Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Nelson."
Johnson's Hardware,"12 Industrial Way, Unit B
Building B
Floor 20",Seattle,CA,"Standard account, no special terms."
"Acme, Inc.","123 Main St, Suite 5",Los Angeles,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Smith."
Johnson's Hardware,321 Elm St,Los Angeles,NY,"Standard account, no special terms."
"Contoso, Ltd.","456 Oak Ave
Building A
Floor 14",Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Hogan."
Smith & Sons,"123 Main St, Suite 5",Chicago,TX,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Nelson."
Johnson's Hardware,"456 Oak Ave
Building B
Floor 4",Los Angeles,TX,"Standard account, no special terms."
"Northwind Traders, LLC","555 Market St, Floor 12",Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
George Weston Bakeries,789 Pine Rd,Miami,FL,"Standard account, no special terms."
Johnson's Hardware,"789 Pine Rd
Building A
Floor 13",Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Khan."
"Great Plains Energy, Inc.","12 Industrial Way, Unit B",San Francisco,FL,"Standard account, no special terms."
"Contoso, Ltd.",321 Elm St,Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Reyes."
Smith & Sons,"321 Elm St
Building B
Floor 15",Houston,TX,"Standard account, no special terms."
"Contoso, Ltd.",9 Riverside Dr,Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Chen."
"O""Brien Corp","123 Main St, Suite 5",Chicago,IL,"Standard account, no special terms."
"Northwind Traders, LLC","123 Main St, Suite 5
Building A
Floor 5",Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Khan."
Smith & Sons,"12 Industrial Way, Unit B",San Francisco,WA,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B",Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Stuart."
George Weston Bakeries,"555 Market St, Floor 12
Building A
Floor 2",Los Angeles,CA,"Standard account, no special terms."
George Weston Bakeries,9 Riverside Dr,Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Doe."
"Great Plains Energy, Inc.","555 Market St, Floor 12",San Francisco,FL,"Standard account, no special terms."
"Contoso, Ltd.","321 Elm St
Building A
Floor 1",New York,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Hogan."
Johnson's Hardware,"555 Market St, Floor 12",Chicago,NY,"Standard account, no special terms."
George Weston Bakeries,456 Oak Ave,Miami,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
"O""Brien Corp","456 Oak Ave
Building C
Floor 18",Los Angeles,IL,"Standard account, no special terms."
George Weston Bakeries,"12 Industrial Way, Unit B",Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Nelson."
"Acme, Inc.","555 Market St, Floor 12",Los Angeles,IL,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12
Building B
Floor 3",New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Chen."
"Contoso, Ltd.",9 Riverside Dr,New York,CA,"Standard account, no special terms."
"Northwind Traders, LLC","555 Market St, Floor 12",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Smith."
"Acme, Inc.","12 Industrial Way, Unit B
Building A
Floor 4",Houston,CA,"Standard account, no special terms."
"Contoso, Ltd.","555 Market St, Floor 12",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
"Ingram Micro, Inc.","12 Industrial Way, Unit B",Los Angeles,WA,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5
Building C
Floor 14",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Stuart."
"Contoso, Ltd.","555 Market St, Floor 12",Chicago,TX,"Standard account, no special terms."
"O""Brien Corp",789 Pine Rd,Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Nelson."
Smith & Sons,"456 Oak Ave
Building A
Floor 8",Chicago,WA,"Standard account, no special terms."
Johnson's Hardware,789 Pine Rd,San Francisco,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Nelson."
Smith & Sons,789 Pine Rd,Seattle,TX,"Standard account, no special terms."
Johnson's Hardware,"456 Oak Ave
Building A
Floor 18",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Nelson."
Johnson's Hardware,"12 Industrial Way, Unit B",San Francisco,IL,"Standard account, no special terms."
"Northwind Traders, LLC",789 Pine Rd,Los Angeles,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Doe."
"Ingram Micro, Inc.","456 Oak Ave
Building B
Floor 5",Miami,IL,"Standard account, no special terms."
George Weston Bakeries,9 Riverside Dr,Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
Smith & Sons,456 Oak Ave,San Francisco,NY,"Standard account, no special terms."
George Weston Bakeries,"321 Elm St
Building C
Floor 17",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Doe."
"Great Plains Energy, Inc.",9 Riverside Dr,Seattle,CA,"Standard account, no special terms."
"Great Plains Energy, Inc.",789 Pine Rd,Chicago,WA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Chen."
Johnson's Hardware,"12 Industrial Way, Unit B
Building A
Floor 8",San Francisco,CA,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Patel."
"Contoso, Ltd.","123 Main St, Suite 5",San Francisco,CA,"Standard account, no special terms."
"O""Brien Corp","321 Elm St
Building B
Floor 13",New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Reyes."
Johnson's Hardware,456 Oak Ave,Houston,WA,"Standard account, no special terms."
Global Trading Co.,321 Elm St,New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Doe."
"O""Brien Corp","123 Main St, Suite 5
Building B
Floor 1",San Francisco,TX,"Standard account, no special terms."
"O""Brien Corp","555 Market St, Floor 12",Miami,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Chen."
"Northwind Traders, LLC",9 Riverside Dr,New York,TX,"Standard account, no special terms."
Johnson's Hardware,"12 Industrial Way, Unit B
Building A
Floor 14",New York,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Chen."
"Great Plains Energy, Inc.",321 Elm St,Miami,FL,"Standard account, no special terms."
"O""Brien Corp","12 Industrial Way, Unit B",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Nelson."
"Ingram Micro, Inc.","321 Elm St
Building A
Floor 12",Seattle,TX,"Standard account, no special terms."
Johnson's Hardware,321 Elm St,Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Reyes."
"O""Brien Corp",789 Pine Rd,Miami,NY,"Standard account, no special terms."
Global Trading Co.,"456 Oak Ave
Building C
Floor 13",Los Angeles,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Hogan."
Global Trading Co.,"12 Industrial Way, Unit B",Los Angeles,IL,"Standard account, no special terms."
"Contoso, Ltd.",321 Elm St,Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Hogan."
"Ingram Micro, Inc.","456 Oak Ave
Building B
Floor 3",New York,IL,"Standard account, no special terms."
"O""Brien Corp","12 Industrial Way, Unit B",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
"Great Plains Energy, Inc.",321 Elm St,San Francisco,NY,"Standard account, no special terms."
"Acme, Inc.","789 Pine Rd
Building A
Floor 4",Miami,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Hogan."
George Weston Bakeries,"555 Market St, Floor 12",Los Angeles,CA,"Standard account, no special terms."
"Ingram Micro, Inc.",321 Elm St,Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Patel."
Smith & Sons,"555 Market St, Floor 12
Building C
Floor 18",Houston,IL,"Standard account, no special terms."
"Northwind Traders, LLC",789 Pine Rd,New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Chen."
Johnson's Hardware,"555 Market St, Floor 12",Los Angeles,TX,"Standard account, no special terms."
Global Trading Co.,"123 Main St, Suite 5
Building B
Floor 8",Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Stuart."
"Contoso, Ltd.",9 Riverside Dr,Houston,NY,"Standard account, no special terms."
"Great Plains Energy, Inc.",456 Oak Ave,Los Angeles,IL,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Khan."
Global Trading Co.,"555 Market St, Floor 12
Building C
Floor 19",Seattle,IL,"Standard account, no special terms."
"Northwind Traders, LLC",321 Elm St,New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Doe."
Johnson's Hardware,9 Riverside Dr,Seattle,FL,"Standard account, no special terms."
"O""Brien Corp","9 Riverside Dr
Building A
Floor 12",New York,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Hogan."
"Northwind Traders, LLC","123 Main St, Suite 5",San Francisco,FL,"Standard account, no special terms."
"Ingram Micro, Inc.",456 Oak Ave,Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Doe."
"Contoso, Ltd.","9 Riverside Dr
Building A
Floor 14",Miami,FL,"Standard account, no special terms."
Global Trading Co.,9 Riverside Dr,Miami,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
"Acme, Inc.",789 Pine Rd,Chicago,WA,"Standard account, no special terms."
"O""Brien Corp","789 Pine Rd
Building C
Floor 5",Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Stuart."
Smith & Sons,"12 Industrial Way, Unit B",Houston,WA,"Standard account, no special terms."
"Contoso, Ltd.",789 Pine Rd,Chicago,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Nelson."
George Weston Bakeries,"12 Industrial Way, Unit B
Building A
Floor 12",Houston,CA,"Standard account, no special terms."
Smith & Sons,"555 Market St, Floor 12",San Francisco,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Patel."
Johnson's Hardware,456 Oak Ave,Los Angeles,WA,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5
Building A
Floor 7",Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Smith."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Seattle,TX,"Standard account, no special terms."
"Contoso, Ltd.","123 Main St, Suite 5",New York,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Reyes."
"Ingram Micro, Inc.","12 Industrial Way, Unit B
Building A
Floor 16",Miami,WA,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Reyes."
"Acme, Inc.","123 Main St, Suite 5",Los Angeles,WA,"Standard account, no special terms."
Global Trading Co.,"456 Oak Ave
Building B
Floor 3",Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Nelson."
"Ingram Micro, Inc.",321 Elm St,Chicago,TX,"Standard account, no special terms."
"Ingram Micro, Inc.",456 Oak Ave,Los Angeles,IL,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Patel."
"O""Brien Corp","321 Elm St
Building A
Floor 6",New York,WA,"Standard account, no special terms."
Smith & Sons,321 Elm St,Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
"Contoso, Ltd.",9 Riverside Dr,Chicago,TX,"Standard account, no special terms."
Johnson's Hardware,"555 Market St, Floor 12
Building C
Floor 18",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Chen."
Johnson's Hardware,9 Riverside Dr,New York,WA,"Standard account, no special terms."
Johnson's Hardware,"123 Main St, Suite 5",New York,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Reyes."
"Northwind Traders, LLC","789 Pine Rd
Building A
Floor 9",Chicago,WA,"Standard account, no special terms."
Smith & Sons,"123 Main St, Suite 5",Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
"Acme, Inc.","123 Main St, Suite 5",New York,CA,"Standard account, no special terms."
Johnson's Hardware,"123 Main St, Suite 5
Building C
Floor 13",Los Angeles,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Reyes."
"Contoso, Ltd.",789 Pine Rd,Miami,FL,"Standard account, no special terms."
George Weston Bakeries,"555 Market St, Floor 12",Los Angeles,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
Global Trading Co.,"9 Riverside Dr
Building B
Floor 12",Chicago,WA,"Standard account, no special terms."
Smith & Sons,9 Riverside Dr,Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Chen."
"O""Brien Corp","123 Main St, Suite 5",Chicago,IL,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12
Building A
Floor 3",Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Khan."
Global Trading Co.,456 Oak Ave,San Francisco,TX,"Standard account, no special terms."
"O""Brien Corp",321 Elm St,New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Khan."
"O""Brien Corp","9 Riverside Dr
Building C
Floor 11",San Francisco,IL,"Standard account, no special terms."
"Acme, Inc.",456 Oak Ave,Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Nelson."
Johnson's Hardware,789 Pine Rd,Miami,IL,"Standard account, no special terms."
"O""Brien Corp","12 Industrial Way, Unit B
Building C
Floor 1",Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
"Contoso, Ltd.",789 Pine Rd,San Francisco,NY,"Standard account, no special terms."
George Weston Bakeries,789 Pine Rd,New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Reyes."
"Great Plains Energy, Inc.","9 Riverside Dr
Building A
Floor 4",San Francisco,FL,"Standard account, no special terms."
"Ingram Micro, Inc.",456 Oak Ave,Houston,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Hogan."
"Great Plains Energy, Inc.",456 Oak Ave,Los Angeles,FL,"Standard account, no special terms."
"Ingram Micro, Inc.","123 Main St, Suite 5
Building A
Floor 2",San Francisco,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Khan."
"Acme, Inc.",789 Pine Rd,Chicago,TX,"Standard account, no special terms."
Johnson's Hardware,"555 Market St, Floor 12",New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Reyes."
"Acme, Inc.","555 Market St, Floor 12
Building A
Floor 17",Miami,WA,"Standard account, no special terms."
"Contoso, Ltd.",456 Oak Ave,Seattle,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Smith."
"Acme, Inc.",456 Oak Ave,New York,FL,"Standard account, no special terms."
Global Trading Co.,"123 Main St, Suite 5
Building B
Floor 12",Los Angeles,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Patel."
"Acme, Inc.",9 Riverside Dr,Chicago,FL,"Standard account, no special terms."
"Ingram Micro, Inc.","555 Market St, Floor 12",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Patel."
"O""Brien Corp","456 Oak Ave
Building C
Floor 17",Chicago,WA,"Standard account, no special terms."
"Northwind Traders, LLC","12 Industrial Way, Unit B",Los Angeles,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Hogan."
"Great Plains Energy, Inc.",9 Riverside Dr,Seattle,FL,"Standard account, no special terms."
"Acme, Inc.","555 Market St, Floor 12
Building A
Floor 12",San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
"O""Brien Corp","12 Industrial Way, Unit B",Miami,TX,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B",Seattle,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
"Ingram Micro, Inc.","789 Pine Rd
Building A
Floor 18",Los Angeles,TX,"Standard account, no special terms."
"Northwind Traders, LLC","123 Main St, Suite 5",Chicago,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
Johnson's Hardware,9 Riverside Dr,Miami,WA,"Standard account, no special terms."
"Ingram Micro, Inc.","12 Industrial Way, Unit B
Building B
Floor 20",Seattle,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Nelson."
Smith & Sons,789 Pine Rd,Seattle,FL,"Standard account, no special terms."
"Northwind Traders, LLC","123 Main St, Suite 5",San Francisco,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
"Northwind Traders, LLC","789 Pine Rd
Building B
Floor 11",Miami,FL,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Chicago,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Stuart."
"Acme, Inc.",321 Elm St,San Francisco,NY,"Standard account, no special terms."
George Weston Bakeries,"9 Riverside Dr
Building C
Floor 16",Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Stuart."
"O""Brien Corp","555 Market St, Floor 12",Chicago,CA,"Standard account, no special terms."
"O""Brien Corp",321 Elm St,Chicago,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Hogan."
George Weston Bakeries,"123 Main St, Suite 5
Building B
Floor 13",Chicago,CA,"Standard account, no special terms."
"Ingram Micro, Inc.","123 Main St, Suite 5",Miami,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Nelson."
"Ingram Micro, Inc.",321 Elm St,Houston,WA,"Standard account, no special terms."
"Contoso, Ltd.","9 Riverside Dr
Building C
Floor 3",New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Stuart."
"Great Plains Energy, Inc.",789 Pine Rd,Seattle,TX,"Standard account, no special terms."
"Great Plains Energy, Inc.",789 Pine Rd,Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Nelson."
"O""Brien Corp","456 Oak Ave
Building B
Floor 4",San Francisco,CA,"Standard account, no special terms."
"Ingram Micro, Inc.",456 Oak Ave,Los Angeles,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Aisha"" Patel."
Johnson's Hardware,"555 Market St, Floor 12",San Francisco,WA,"Standard account, no special terms."
"Ingram Micro, Inc.","9 Riverside Dr
Building A
Floor 18",San Francisco,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Khan."
"Great Plains Energy, Inc.",456 Oak Ave,Los Angeles,WA,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
"Contoso, Ltd.","9 Riverside Dr
Building A
Floor 12",Houston,TX,"Standard account, no special terms."
Global Trading Co.,"555 Market St, Floor 12",Chicago,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Doe."
Smith & Sons,321 Elm St,Houston,NY,"Standard account, no special terms."
"Acme, Inc.","12 Industrial Way, Unit B
Building A
Floor 9",New York,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Stuart."
"Northwind Traders, LLC",456 Oak Ave,San Francisco,NY,"Standard account, no special terms."
"Ingram Micro, Inc.",321 Elm St,Houston,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Reyes."
Johnson's Hardware,"321 Elm St
Building C
Floor 18",Seattle,NY,"Standard account, no special terms."
Smith & Sons,789 Pine Rd,Los Angeles,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Reyes."
Johnson's Hardware,"123 Main St, Suite 5",Los Angeles,IL,"Standard account, no special terms."
"Northwind Traders, LLC","321 Elm St
Building A
Floor 9",Los Angeles,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Smith."
George Weston Bakeries,"12 Industrial Way, Unit B",Miami,NY,"Standard account, no special terms."
"Northwind Traders, LLC",9 Riverside Dr,New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Stuart"" Doe."
"Acme, Inc.","555 Market St, Floor 12
Building B
Floor 18",Seattle,WA,"Standard account, no special terms."
"Contoso, Ltd.","555 Market St, Floor 12",New York,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
Johnson's Hardware,"123 Main St, Suite 5",Seattle,WA,"Standard account, no special terms."
"Ingram Micro, Inc.","555 Market St, Floor 12
Building B
Floor 1",Seattle,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Becky"" Stuart."
"Contoso, Ltd.",456 Oak Ave,Chicago,WA,"Standard account, no special terms."
Smith & Sons,456 Oak Ave,New York,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Doe."
"Ingram Micro, Inc.","12 Industrial Way, Unit B
Building C
Floor 9",Seattle,TX,"Standard account, no special terms."
George Weston Bakeries,"12 Industrial Way, Unit B",San Francisco,WA,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Nelson."
"Contoso, Ltd.","123 Main St, Suite 5",San Francisco,IL,"Standard account, no special terms."
Smith & Sons,"456 Oak Ave
Building C
Floor 12",New York,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Nelson."
"O""Brien Corp",789 Pine Rd,Chicago,CA,"Standard account, no special terms."
Global Trading Co.,321 Elm St,Miami,TX,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Chen."
"Great Plains Energy, Inc.","555 Market St, Floor 12
Building A
Floor 12",Miami,WA,"Standard account, no special terms."
"Acme, Inc.",321 Elm St,San Francisco,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Chen."
Global Trading Co.,321 Elm St,Miami,CA,"Standard account, no special terms."
George Weston Bakeries,"123 Main St, Suite 5
Building C
Floor 15",Houston,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Stuart."
"Acme, Inc.","123 Main St, Suite 5",Los Angeles,FL,"Standard account, no special terms."
"Acme, Inc.",321 Elm St,Seattle,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Carlos"" Stuart."
"O""Brien Corp","123 Main St, Suite 5
Building A
Floor 2",Houston,NY,"Standard account, no special terms."
"Ingram Micro, Inc.","555 Market St, Floor 12",New York,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Chen."
"Ingram Micro, Inc.",456 Oak Ave,San Francisco,CA,"Standard account, no special terms."
"Contoso, Ltd.","321 Elm St
Building B
Floor 17",Seattle,FL,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
"Contoso, Ltd.","12 Industrial Way, Unit B",New York,IL,"Standard account, no special terms."
"O""Brien Corp",9 Riverside Dr,Miami,NY,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Patel."
"Contoso, Ltd.","456 Oak Ave
Building B
Floor 9",Miami,CA,"Standard account, no special terms."
Johnson's Hardware,9 Riverside Dr,San Francisco,TX,"Preferred vendor.
Net-30 terms.
Contact: ""Beena"" Patel."
Smith & Sons,789 Pine Rd,San Francisco,CA,"Standard account, no special terms."
"O""Brien Corp","789 Pine Rd
Building A
Floor 5",Chicago,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Meg"" Smith."
"Acme, Inc.","555 Market St, Floor 12",Los Angeles,WA,"Standard account, no special terms."
"Contoso, Ltd.","12 Industrial Way, Unit B",Houston,NY,"Preferred vendor.
Net-30 terms.
Contact: ""John"" Smith."
"Contoso, Ltd.","123 Main St, Suite 5
Building C
Floor 19",Chicago,WA,"Standard account, no special terms."
Johnson's Hardware,"123 Main St, Suite 5",New York,CA,"Preferred vendor.
Net-30 terms.
Contact: ""Wei"" Reyes."
"Northwind Traders, LLC",321 Elm St,Miami,NY,"Standard account, no special terms."
"Northwind Traders, LLC","123 Main St, Suite 5
Building A
Floor 1",Houston,IL,"Preferred vendor.
Net-30 terms.
Contact: ""Hogan"" Hogan."
Smith & Sons,"555 Market St, Floor 12",Chicago,IL,"Standard account, no special terms."
"O""Brien Corp",321 Elm St,New York,WA,"Preferred vendor.
Net-30 terms.
Contact: ""Priya"" Smith."
Johnson's Hardware,"9 Riverside Dr
Building B
Floor 3",Seattle,WA,"Standard account, no special terms."
